TipoHash,TamanhoTabela,TamanhoDados,TempoInsercao,TempoBusca,Colisoes,FatorCarga,MaiorLista,MenorGap,MaiorGap,MediaGaps,TresMaioresListas
Encadeamento,0,100000,86,66,98976,1,0000,0,0,0,0,00,""
